Cultivar,PI_Num
K00-69,NA
K00-72RR-2584,NA
K00-75,NA
K00-80-2475v,NA
K00-85,NA
K01-179,NA
K01-187,NA
K02W-3,NA
K03-2399,NA
K03-2897,NA
K03-3821,NA
K03-3825,NA
K03W-104,NA
K03W-106,NA
K04-144,NA
K04-3083RR,NA
K04-4274RR,NA
K04-4623RR,NA
K04-4628RR,NA
K05-4987RR,NA
K06-3202RR,NA
K06-3208RR,NA
K07-121,NA
K07-1544,NA
K07-1633,NA
K07-91,NA
K08-1097,NA
K08-5862,NA
K08-5898,NA
K08-5911,NA
K08-5997,NA
K08-6031,NA
K08-6050,NA
K09-5546,NA
K09-5553,NA
K09-5624,NA
K09-5667,NA
K10-1214,NA
K10-1222,NA
K10-4263,NA
K10-4308,NA
K10-4527,NA
K10005,NA
K1002,NA
K1003,NA
K1004,PI 548606
K1007,NA
K10147,NA
K1017,NA
K1019,PI 548541
K1022,NA
K1024,PI 548549
K1028,NA
K10282,NA
K10292,NA
K1033,PI 548555
K1034,NA
K1035,NA
K1036,NA
K1041,NA
K1042,NA
K1043,NA
K1044,NA
K1045,NA
K1046,NA
K10467,NA
K1047,NA
K1058,NA
K1061,NA
K1062,NA
K1074,NA
K1075,NA
K1076,NA
K1099,NA
K11-1163,NA
K11-1173,NA
K11-1196,NA
K11-1204,NA
K11-1252,NA
K11-1289,NA
K11-1778,NA
K11-2216,NA
K1103,NA
K1106,NA
K1119,PI 559933
K1126,NA
K1130,NA
K1133,NA
K1144,NA
K1145,NA
K1146,NA
K1148,NA
K1154,NA
K1161,NA
K1164,NA
K1166,NA
K1169,NA
K1170,NA
K1173,NA
K1191,NA
K1192,NA
K12-1028,NA
K12-1039,NA
K12-1099,NA
K12-1101,NA
K12-1207,NA
K12-1259,NA
K12-1348,NA
K12-1353,NA
K12-1355,NA
K12-1391,NA
K12-1409,NA
K12-1414,NA
K12020,NA
K12021,NA
K1216,NA
K1218,NA
K1235,NA
K1242,NA
K1243,NA
K1246,NA
K1248,NA
K12620,NA
K12650,NA
K1267,NA
K1268,NA
K1276,NA
K1277,NA
K13-1830,NA
K1304,NA
K1305,NA
K1307,NA
K1308,NA
K1309,NA
K1330,NA
K1331,NA
K1335,NA
K1360,NA
K1361,NA
K1364,NA
K1366,NA
K1370,NA
K1390,NA
K1391,NA
K1393,NA
K14-1094,NA
K14-1153,NA
K14-1358,NA
K14-1686,NA
K14-1717,NA
K14-1719,NA
K14-1726,NA
K1401,NA
K1410,NA
K1423,NA
K1424,NA
K1425,NA
K1431,NA
K1433,NA
K1454,NA
K1459,NA
K1463,NA
K1466,NA
K15-1008,NA
K15-1283,NA
K15-1681,NA
K15-1755,NA
K15-1788,NA
K15-1800,NA
K15-1809,NA
K15-1853,NA
K15-1854,NA
K15-1855,NA
K15-1874,NA
K15-1891,NA
K15-1992,NA
K151-11-B-6,PI 548595
K1525,NA
K1526,NA
K1529,NA
K1530,NA
K1531,NA
K1532,NA
K1533,NA
K1536,NA
K1539RR,NA
K1550RR,NA
K1599,NA
K16-1045,NA
K16-1071,NA
K16-1076,NA
K16-1211,NA
K16-1222,NA
K16-1229,NA
K16-1412,NA
K16-1425,NA
K16-1427,NA
K16-1433,NA
K16-1692,NA
K16-1706,NA
K1603RR,NA
K1620,NA
K1639,NA
K1639-2,PI 658491
K22-3-B-1,PI 548596
K4117Nsgr,NA
K62-7221,PI 548538
K646,NA
K701,NA
K74-104-76-205,NA
K74-113-76-486,NA
K74-114-75-00,NA
K74-114-75-000,NA
K79-4,NA
K81-27-278,PI 559934
K82-1-138,NA
K82-1-48,NA
K87,PI 556925
K88-22-42,NA
K97-132,NA
K97-133,NA
K97-135,NA
K97-136,NA
K97-138,NA
K97-34,NA
K97-35,NA
K97-36,NA
K97-39,NA
K97-40,NA
K98-87,NA
K99-126,NA
K99-128,NA
K99-129,NA
K99-14,NA
K99-46,NA
K99-98,NA
Kabott,PI 548354
Kagon,PI 548355
Kanrich,PI 548552
Kanro,PI 548356
Kantou 60,PI 506852
Kasota,PI 546038
Kato,PI 542042
KB10-10#990-1,NA
Keller,PI 548538
Kent,PI 548586
Kentwood,NA
Kenwood,PI 537094
KG 60,PI 556785
KG20,PI 556751
KG2007,PI 556785
KG30,PI 556749
KG60,PI 556785
KG70,PI 556750
Kim,PI 548587
Kingwa,PI 548359
Kirby,PI 548665
Kisaya,PI 171450
Kogane-Jiro,NA
Korada,NA
Korean,PI 548360
Kosuzu,PI 538773
Kottman,PI 612594
KS3494,PI 586980
KS4303sp,NA
KS4390,PI 559933
KS4602N,NA
KS4694,PI 586981
KS4895,PI 595081
KS4997,PI 602950
KS5003sp,NA
KS5004N,NA
KS5292,PI 559934
KS5502N,NA
Kunitz,PI 542044
KW2-2,NA
KY75-146-74,NA
KY78-1214,NA
KY79-0237,PI 515961
KY82-0881,NA
KY82-1482,NA
KY84-1616,NA
KY85-09073,NA
KY85-11020,NA
KY88-1702,NA
KY88-4080,NA
KY88-5037,PI 590932
KY89-08137,NA
KY90-1836,NA
KY90-2786,NA
KY91-1037,NA
KY91-11114,NA
KY91-1214,NA
KY91-1352,NA
KY94-2134,NA
KY95-0146,NA
KY95-0645,NA
L-Star,PI 635051
L.Z.,NA
L00-3372,NA
L03610,NA
L04177,NA
L04210,NA
L04549,NA
L1,PI 548531
L1-5,NA
L10,NA
L11,NA
L12,NA
L12A,NA
L15,NA
L16,NA
L1771,PI 556768
L2,NA
L21,PI 548622
L22,PI 518672
L23,PI 518670
L2330,PI 556769
L2333,PI 540451
L24,NA
L24A,PI 518671
L25A,NA
L26,NA
L27,NA
L28,NA
L2A,NA
L3,NA
L3-2010,NA
L3-2692,NA
L3-3392,NA
L3-3427,NA
L34-12,NA
L34-42,NA
L34-432,NA
L34-45,NA
L34-506,NA
L36-12,NA
L36-13,NA
L36-23,NA
L36-5,NA
L36-553,NA
L36-685,PI 548362
L36-690,NA
L36-700,NA
L36-720,NA
L37-1087,NA
L37-1111,NA
L37-1160,NA
L37-1280,NA
L37-1355,NA
L37-923,NA
L4,NA
L4-6290,NA
L43-1927,NA
L43-2010,NA
L43-2140,NA
L43-2692,NA
L43-2926,NA
L43-3392,NA
L43-3427,NA
L43-7437,NA
L43-7494,NA
L43-8417,NA
L43-8642,NA
L44-1458,NA
L44-8066,NA
L44-8090,NA
L4404,PI 556613
L46-1152,NA
L46-1503,NA
L46-1656,NA
L46-2132,NA
L46-2132-1,NA
L46-2132-A14,NA
L46-5679,NA
L46-8144,NA
L46-8179,NA
L46-8182,NA
L46-8275,PI 548530
L46-8474,NA
L46-8477,NA
L46-8622,NA
L47-1287,NA
L48-10755,NA
L48-10780,NA
L48-10934,NA
L48-10946,NA
L48-7289,NA
L49-3270,NA
L49-4091,NA
L49-4196,NA
L49-4196-12,NA
L49-4197,NA
L49-5138,PI 548533
L49-5139,PI 548574
L49-5142,NA
L5,NA
L5-5679,NA
L54-1055,NA
L57-0034,NA
L57-0035,NA
L57-2222,PI 548628
L57-2276,NA
L57-2322,NA
L57-2324,NA
L57-2396,NA
L57-3033,NA
L57-3104,NA
L57-738,NA
L57-9775,NA
L57-9777,NA
L57-9809,NA
L57-9819,NA
L58-1531R,NA
L58-2080,NA
L58g-122R,NA
L58g-1H,NA
L59g-1H,NA
L59g-1R,PI 548575
L59g-2R,PI 548578
L59g-3R,NA
L6,NA
L6-1656,NA
L6-2132,NA
L6-5679,NA
L6-685,NA
L60-1385,NA
L60-347-1-60-28,NA
L60-347-4-4G-2-B,NA
L60-347-l-60-28,NA
L61-1112,NA
L61-2193,NA
L61-2196,NA
L61-344,NA
L62-1055,NA
L62-1251,NA
L62-1380,NA
L62-1926,NA
L62-1932,NA
L62-361,NA
L62-535,NA
L62-667,NA
L62-973,NA
L63-0007-1,NA
L63-1212,NA
L63-1397,NA
L63-3534,NA
L65-1342,NA
L65-1354,NA
L66-1322,NA
L66-1359,NA
L66-140,NA
L66-531,NA
L66-945,NA
L66L-108,PI 548631
L66L-137,NA
L66L-140,NA
L66L-144,NA
L66L-154,NA
L66L-172,PI 548632
L66L-177,NA
L66L-191,NA
L66L-310,NA
L66L-333,NA
L67-533,NA
L67-592,NA
L67U-1842,NA
L67U-440,NA
L68-0376,NA
L68-4096,NA
L68-4106,NA
L68-4241,NA
L69-20,NA
L69-202,NA
L69-4143,NA
L69-5343,NA
L69-5347,NA
L69D-133,NA
L69D-227,NA
L69L-208,NA
L69L-3,NA
L69L-6-1,NA
L69U37-17-5,NA
L69U40-16-4,NA
L69U40-19-1,NA
L69U72-3-4,NA
L69U84-19-1,NA
L69UI9-16-2,NA
L7,NA
L7-1353,NA
L7-1355,NA
L7-163,NA
L70-2283,NA
L70-2450,NA
L70-347-1-60-2B,NA
L70-4180,NA
L70D6-11-5,NA
L70D6-16,NA
L70L-2912,NA
L70L-2947,NA
L70L-3048,NA
L70T-453G,NA
L70T-543,NA
L70T-543G,NA
L70T543G,NA
L71-2071,NA
L71-2322,NA
L71-2855,NA
L71-3628,NA
L71L-06-4,NA
L71L-436,PI 548563
L71L-554,NA
L71L-556,NA
L71L-57,NA
L71L-77,NA
L72-1419,NA
L72A-14,NA
L72A-89,NA
L72U-2567,NA
L72U-640,NA
L73-318,NA
L73-4124,NA
L73-4673,NA
L73-5038,NA
L73-6084,NA
L73-6536,NA
L73-6626,NA
L73-811,NA
L73-827,NA
L73D-195,PI 548505
L73U-332,NA
L73U-632,NA
L73U632,NA
L74-1960,NA
L74-3397,NA
L74-3897,NA
L74-4261,NA
L74-4372,NA
L74-8356,NA
L7413-634,NA
L74D-200,NA
L74D-609,PI 543856
L74D-611,PI 548556
L74D-615,NA
L74D-618,PI 548565
L74D-619,NA
L74D-634,NA
L74D-674,NA
L74L-125,PI 518673
L74L-228,NA
L74L-358,NA
L74L-497,NA
L74L-71,NA
L74U-3242,NA
L75-0570,NA
L75-3632,NA
L75-3674,PI 518669
L75-6857,NA
L75-8016,NA
L75-8020,NA
L75-8064,NA
L75-8121,NA
L75-8381,NA
L75-8388,NA
L76-0022,NA
L76-0049,NA
L76-0132,NA
L76-0253,NA
L76-129B,NA
L76-141B,NA
L760132,NA
L77-1233,NA
L77-443,NA
L77-515,NA
L77-756,NA
L77-8039,NA
L77-8043,NA
L77-8290,NA
L77-906,NA
L77-994,NA
L78-1444,PI 518674
L78-1491,NA
L78-1738,NA
L78-189,NA
L78-379,NA
L78-4094,NA
L78-4245,NA
L78-8138,NA
L78-8694,NA
L78-8716,NA
L78L-449,NA
L78L-688,NA
L79-391O,NA
L8,NA
L8-10780,NA
L8-6797,NA
L8-6852,NA
L80-3049,PI 518675
L80-3778,NA
L80-4323,NA
L80-4349,NA
L81-4590,PI 542044
L81L-97,NA
L82-4050,NA
L82C-1246,PI 542043
L83-3804,PI 553051
L83-3819,NA
L83-3942,NA
L83-7573,NA
L84-6189,NA
L85-2378,PI 547875
L85P-558,NA
L86-1752,NA
L87-1922,NA
L9,NA
L9-4091,NA
L924904,NA
L93-0375,NA
L932113,NA
L97-26569,NA
La40-242,NA
La40-290,NA
La40-293,NA
La40-399,NA
La40-400,NA
La41-1219,NA
La48-268,NA
La48-275,NA
La48-277,NA
La48-300-B,NA
La49-1-4,NA
La49-11-6,NA
La49-2-4,NA
La49-89-6,NA
La51-34-5,NA
La51-7-4,NA
La53-50-9,NA
La53-97-1,NA
La53-99,NA
La56-13-4,NA
La56-8-4,NA
La58-26-2,NA
La58-54-6,NA
La59-1-4,NA
La59-34-7,NA
La59-7-21,NA
La59-72-11,NA
La60-97-A,NA
La61-55-3,NA
La63-15-6,NA
La63-72-2,NA
La73-1148,NA
La74-3850,NA
La74-4656,PI 510675
La88-25723,NA
Lakota,PI 548588
Lamar,PI 533604
Lambert,PI 562373
LaMoure,PI 634813
LaMoure-1,NA
Lan,NA
Lancer,PI 556504
Land O Lakes 4102,NA
Land O Lakes 4102,NA
Land O Lakes 97-37364,NA
Land O Lakes L4104,PI 556621
Land O Lakes L4106,PI 556691
Land O Lakes L4204,PI 556693
Land O Lakes L4207,PI 556692
Land O Lakes L4303,PI 556622
Land O Lakes L4404,PI 556613
Land O Lakes L4503,PI 556695
Land O Lakes L4504,PI 556694
Land O Lakes Max,PI 556535
Land O' Lakes L4404,PI 556613
Land O' Lakes Max,NA
Laredo,PI 438495
Late Giant,NA
Lawrence,PI 518673
LD00-1938,NA
LD00-2807,NA
LD00-2817,NA
LD00-2817P,NA
LD00-3296,NA
LD00-3309,NA
LD00-4970,NA
LD00-4976,NA
LD00-5038,NA
LD01-5907,NA
LD01-7323,NA
LD02-4485,NA
LD02-5124,NA
LD02-5124W,NA
LD02-5320,NA
LD02-5868,NA
LD02-7222P,NA
LD02-9050,NA
LD03-10487,NA
LD03-7607,NA
LD03-7610,NA
LD03-8073,NA
LD04-13265,NA
LD04-5907,NA
LD05-16066,NA
LD05-16521,NA
LD05-16638,NA
LD05-16657,NA
LD05-30578a,NA
LD05-3171,NA
LD05-3230,NA
LD05-8517,NA
LD06-14187R,NA
LD06-30505Ra,NA
LD06-7596,NA
LD06-7620,NA
LD06-7648,NA
LD07-3395,NA
LD07-3395bf,NA
LD07-3419,NA
LD07-4477,NA
LD08-12428a,NA
LD08-12435a,NA
LD08-12438a,NA
LD08-12446a,NA
LD08-1592,NA
LD08-2355,NA
LD08-3936,NA
LD08-6972,NA
LD08-6982,NA
LD08-8622,NA
LD08-RST5-10,NA
LD09-13023a,NA
LD09-16057,PI 668387
LD09-16058,NA
LD09-17071R2,NA
LD09-17123R2,NA
LD09-17140R2,NA
LD09-17170 R2,NA
LD09-17170R2,NA
LD09-17213R2,NA
LD09-17220R2,NA
LD09-17254R2,NA
LD09-30015,NA
LD09-30224,NA
LD10-13091,PI 668388
LD10-14205,PI 668390
LD10-14274,PI 668389
LD10-14284,PI 668386
LD10-14321,PI 668385
LD10-30052,PI 668384
LD10-9423,NA
LD10-9483,NA
LD11-13342Ra,NA
LD11-13814R,NA
LD11-13834R,NA
LD11-13948R,NA
LD11-14102R,NA
LD11-14160R,NA
LD11-14283R,NA
LD11-14287R,NA
LD11-14335R,NA
LD11-14362R,NA
LD11-2170,NA
LD12-15246 R2a,NA
LD12-459,NA
LD13-13228R1a,NA
LD13-13334R1a,NA
LD13-13478R1a,NA
LD13-14071R2,NA
LD13-1429,NA
LD13-14525R2,NA
LD13-3483,NA
LD13-4902a,NA
LD13-5131a,NA
LD13-5290a,NA
LD13-5775a,NA
LD13-6678,NA
LD13-8769,NA
LD14-13590R2a,NA
LD14-14172R2,NA
LD14-14308R2,NA
LD14-2880,NA
LD14-4098a,NA
LD14-6766,NA
LD15-1628,NA
LD15-3174,NA
LD15-3818,NA
LD15-443,NA
LD15-526,NA
LD15-531,NA
LD15-5372a,NA
LD15-544,NA
LD15-5776793,NA
LD15-5782791,NA
LD15-5789800,NA
LD15-6275,NA
LD15-6762,NA
LD16- 759,NA
LD16-10150,NA
LD16-10157,NA
LD16-10159,NA
LD16-10165,NA
LD16-10183,NA
LD16-10287,NA
LD16-10289,NA
LD16-10310,NA
LD16-10319,NA
LD16-10351,NA
LD16-10614,NA
LD16-2636,NA
LD16-2751,NA
LD16-2794,NA
LD16-2923,NA
LD16-2983,NA
LD16-3589,NA
LD16-4306a,NA
LD16-4350,NA
LD16-4385a,NA
LD16-4386a,NA
LD16-4462a,NA
LD16-4471a,NA
LD16-4587a,NA
LD16-5075a,NA
LD17-12201,NA
LD17-12352,NA
LD17-12668,NA
LD17-12673,NA
LD17-12679,NA
LD17-12708,NA
LD17-12905,NA
LD17-12986,NA
LD17-13294,NA
LD17-4967a,NA
LD17-5169a,NA
LD17-5908a,NA
LD17-5963a,NA
LDX07-178a-1-7,NA
LDX08-214a,NA
LDXG04023-1,NA
Lee,PI 548656
Lee 68,PI 559369
Lee 74,PI 548658
LeFlore,PI 548981
LEO 2939-04S809,NA
LEO 3140-07,NA
Leslie,PI 557011
LG00-2455,NA
LG00-3056,NA
LG00-3372,PI 660989
LG00-6182,NA
LG00-6293,NA
LG00-6313,PI 660990
LG00-6715,NA
LG00-6925,NA
LG00-7196,NA
LG00-8298,NA
LG00-8301,NA
LG01-1745,NA
LG01-3733,NA
LG01-4168,NA
LG01-4654,NA
LG01-4918,NA
LG01-5087,NA
LG01-5087-5,PI 667734
LG01-5087-9,NA
LG01-5201,NA
LG01-7728,NA
LG01-7812,NA
LG01-7884,NA
LG02-2412,NA
LG02-3693,NA
LG02-3733,NA
LG02-3922,NA
LG02-3969,NA
LG02-3971,NA
LG02-4042,NA
LG02-4198,NA
LG03-11572,PI 592922
LG03-1534,NA
LG03-1614,NA
LG03-1672,NA
LG03-2866,NA
LG03-2979,NA
LG03-3020,NA
LG03-3191,NA
LG03-3780,NA
LG03-4561-14,PI 689003
LG03-6296,NA
LG04-1459-8,NA
LG04-4468,NA
LG04-4717,NA
LG04-4866,NA
LG04-5187,NA
LG04-5190,NA
LG04-5196,NA
LG04-6000,PI 664025
LG04-6400,NA
LG04-6449,NA
LG04-6863,PI 658307
LG05-1311,NA
LG05-2359,NA
LG05-2887,NA
LG05-3685,NA
LG05-4292,NA
LG05-4317,NA
LG05-4464,NA
LG05-4832,NA
LG06-4526,NA
LG06-4702,NA
LG06-5798,PI 665996
LG06-5920,NA
LG07-2249,NA
LG07-2309,NA
LG07-6911,NA
LG07-6944,NA
LG07-8109,NA
LG07-9721,NA
LG09-7163,NA
LG09-7167,NA
LG09-7250,NA
LG09-7739,NA
LG09-8165,NA
LG09-8519,NA
LG09-8545,NA
LG09-8595,NA
LG10-2695,NA
LG10-2699,NA
LG10-3045,NA
LG10-3250,NA
LG10-3987,NA
LG11-6190,NA
LG11-6205,NA
LG11-6208,NA
LG11-7662,NA
LG11-7722,NA
LG11-7727,NA
LG11-7880,NA
LG11-8169-007F,NA
LG11-8169-091F,NA
LG13-3993,NA
LG13144,NA
LG14-6165,NA
LG14-7959,NA
LG14-8024,NA
LG15-2779,NA
LG15-4348,NA
LG15-4491,NA
LG15-4648,NA
LG16-2547,NA
LG16-3733,NA
LG16-4634,NA
LG16-4639,NA
LG16-4642,NA
LG16-4644,NA
LG16-4652,NA
LG16-4655,NA
LG16-4808,NA
LG17-5436,NA
LG17-5670,NA
LG17-5672,NA
LG17-5674,NA
LG17-5677,NA
LG17-5693,NA
LG17-5869,NA
LG17-8693,NA
LG17-8880,NA
LG17-8885,NA
LG17-8888,NA
LG82-3002,NA
LG82-8195,NA
LG82-8224,NA
LG82-8379,NA
LG84-1096,NA
LG84-1269,NA
LG84-1272,NA
LG84-1291,NA
LG85-2534,NA
LG85-2846,NA
LG85-3343,NA
LG86-2734,NA
LG86-3574,NA
LG86-6989,NA
LG86-7754,NA
LG87-1454,NA
LG87-14554,NA
LG87-1606,NA
LG87-1782,NA
LG87-1991,NA
LG87-2504,NA
LG87-429,NA
LG87-430,NA
LG88-2044,NA
LG88-2227,NA
LG88-2248,NA
LG88-2694,NA
LG88-2695,NA
LG88-2696,NA
LG88-3146,NA
LG88-8958,NA
LG89-1525,NA
LG89-6607,NA
LG89-6661,NA
LG89-7619,NA
LG89-7629,NA
LG89-7657,NA
LG89-771,NA
LG89-773,NA
LG89-7793,NA
LG89-8286,NA
LG89-8665,NA
LG90-13144,NA
LG90-2179,NA
LG90-2550,NA
LG90-4181,NA
LG91-5681,NA
LG91-6859,NA
LG91-7320,NA
LG91-7323,NA
LG91-7350R,NA
LG91-7350R,NA
LG91-7431,NA
LG92-12,NA
LG92-1255,NA
LG92-1350,NA
LG92-4208,PI 633729
LG93-7054,NA
LG93-7604,NA
LG93-7654,NA
LG93-77,NA
LG93-7780,NA
LG94-1098,NA
LG94-1128,PI 633730
LG94-1133,NA
LG94-1713,NA
LG94-1906,NA
LG94-4667,NA
LG95-258,NA
LG95-441-4,NA
LG95-5737,NA
LG95-7693,NA
LG95-8036,NA
LG96-1488,NA
LG96-1711,NA
LG96-1713,NA
LG96-1797,NA
LG96-1854,NA
LG96-1971,NA
LG96-3089,NA
LG96-3159,NA
LG97-1192,NA
LG97-5474,NA
LG97-7012,PI 639283
LG97-7363,NA
LG97-8789,NA
LG97-8856,NA
LG97-8905,NA
LG97-8984,NA
LG97-9015,NA
LG97-9226,NA
LG97-9301,NA
LG97-9384,NA
LG97-9486,NA
LG97-9685,NA
LG97-9692,NA
LG97-9912,NA
LG98-1445,PI 639284
LG98-1454,NA
LG98-1605,NA
LG98-5579,NA
LG99-11620,NA
LG99-11986,NA
LG99-5106,NA
LG99-5219,NA
LG99-8929,NA
Lincoln,PI 548362
Lindarin,PI 548589
Lindarin 63,PI 548590
Lindarin 63 (BC4),NA
Line 8,NA
Linford,PI 542043
Linman 533,NA
LL05-14,NA
Lloyd,PI 533602
LN1053,NA
LN1067,NA
LN78-1136,PI 548569
LN78-2714,NA
LN78-575,NA
LN78-896,NA
LN80-10398,NA
LN80-10508,NA
LN80-16017,NA
LN80-6797,NA
LN80-7532,NA
LN80-8184,NA
LN80-8259,NA
LN80-8478,PI 548635
LN80-8653,NA
LN80-8659,NA
LN80-9359,NA
LN80-9419,NA
LN80-9447,NA
LN80-9452,NA
LN80-9479,NA
LN81-1029,NA
LN81-1044,NA
LN82-2366,PI 540555
LN82-3254,NA
LN82-4433,NA
LN82-9648,NA
LN83-1709,NA
LN83-2356,NA
LN83-3824-1,PI 540556
LN84-1304,NA
LN84-15336,NA
LN84-15496,NA
LN84-15574,NA
LN84-18266,NA
LN84-19560,NA
LN84-2418,NA
LN84-3321,NA
LN84-4037,NA
LN84-4082,NA
LN84-4332,NA
LN84-452,NA
LN84-7577,NA
LN84-8147,NA
LN84-8527,NA
LN84-8588,NA
LN84-9583,NA
LN84-978,NA
LN85-10234,NA
LN85-10524,NA
LN85-3036,NA
LN85-3402,NA
LN85-6253,NA
LN85-6377,NA
LN85-6800,NA
LN85-874,PI 540554
LN86-1088,NA
LN86-1947,PI 533657
LN86-19747,NA
LN86-4668,NA
LN86-983,NA
LN87-2112,PI 584441
LN88-10534,PI 593259
LN89-295,PI 593258
LN89-3615,PI 597384
LN89-5717,PI 574542
LN90-4187,PI 597381
LN90-4366,NA
LN90-4524,NA
LN92-10507,PI 597386
LN92-10725,PI 606748
LN92-10855,PI 597387
LN92-7369,NA
LN93-11632,NA
LN93-13684,NA
LN93-14408,PI 559932
LN94-10470,NA
LN94-10527,PI 606749
LN94-14862-97-2,NA
LN94-15200-97,NA
LN94-480-97,NA
LN95-15740,NA
LN95-5414,PI 614088
LN95-5454,NA
LN95-5724,NA
LN95-5817,NA
LN95-6415,NA
LN95-872,NA
LN97-11505,NA
LN97-14727,NA
LN97-15076,PI 633983
LN97-24270,NA
LN97-26569,NA
LN97-26597,NA
LN98-1243,NA
LN98-4909,NA
LNX8132,NA
LNX8179,NA
LNX96017,NA
LNX97164-35,NA
Loda,PI 614088
Logan,PI 548591
Lonoke,PI 633609
LP11865821,NA
LP11969710,NA
LP15796828,NA
LP24380127,NA
LP3442228,NA
LP6083726,NA
LP6293368,NA
LS00-1755,NA
LS00-3309,NA
LS00-4221,NA
LS00-6996,NA
LS01-0971,NA
LS01-1158,NA
LS01-1734,NA
LS01-1804,NA
LS01-1987,NA
LS01-3450,NA
LS01-3615,NA
LS01-5907,NA
LS02-0425,NA
LS02-2213,NA
LS02-4045,NA
LS03-4294,PI 665035
LS03-4303,NA
LS07-1343,NA
LS07-1348,NA
LS07-1934,NA
LS07-2935,NA
LS07-3070,NA
LS07-3125,NA
LS07-3131,PI 672534
LS07-3843,NA
LS07-3935,NA
LS07-4020,NA
LS07-4035,NA
LS07-4536,NA
LS08-4934,NA
LS08-5552,NA
LS08-5837,NA
LS08-5852,NA
LS08-6003,NA
LS08-6034,NA
LS08-6332,NA
LS09-0333,NA
LS09-0340,NA
LS09-1021,NA
LS09-1303,NA
LS09-1527,NA
LS09-2342,NA
LS09-2655,NA
LS09-2659,NA
LS09-5806,NA
LS09-8104,NA
LS201,NA
LS301,NA
LS77-952,NA
LS77-952-124-1,NA
LS78-124-1,NA
LS78-248,NA
LS78-5169,NA
LS78-N245,NA
LS78-W245,NA
LS78W-110,PI 512039
LS79-1914,NA
LS79-220,NA
LS79-238,NA
LS79-330,NA
LS79-338,NA
LS79-503,NA
LS80-6521,NA
LS82-3646,NA
LS82-W1206,NA
LS83-3800,NA
LS83-5616,PI 572240
LS84-0920,NA
LS84-0929,NA
LS84-2308,NA
LS84-920,NA
LS86-1922,NA
LS87-1922,NA
LS88-1517,NA
LS89-2820,NA
LS90-1920,PI 6044100
LS92-0185,NA
LS92-0964,NA
LS92-1088,NA
LS92-1178,NA
LS92-3660,NA
LS92-4173,NA
LS92-4357,NA
LS93-0232,NA
LS93-0375,PI 620883
LS93-3630,NA
LS94-3207,NA
LS95-0709,NA
LS95-1454,NA
LS96-0582,NA
LS96-0735,NA
LS96-1631,NA
LS97-1610,NA
LS97-3004,NA
LS97-3221,NA
LS97-3617,NA
LS97-3718,NA
LS98-0160,NA
LS98-0233,NA
LS98-0466,NA
LS98-0484,NA
LS98-0582,NA
LS98-3032,NA
LS98-3645,NA
LS98-3854,NA
LS98-3966,NA
LS98-9582,NA
LS99-2235,NA
LS99-3619,NA
LS99-3630,NA
Lt Giant,NA
Luthy,NA
Luziania,NA
LW13-2096,NA
LW13-4302,NA
LX1061-9-15,NA
LX1061-9-9,NA
LX579-93,NA
Lyon,PI 576857
M-S2,PI 619050
M00-111179,NA
M00-114140,NA
M00-30755,NA
M00-326044,NA
M00-351195,NA
M00-365181,NA
M00-516048,NA
M00-530039,NA
M01-139011,NA
M01-139014,NA
M01-139015,NA
M01-213045,NA
M01-257028,NA
M01-278013,NA
M01-303,NA
M01-315029,NA
M02-172013,NA
M02-175014,NA
M02-356123,NA
M02-385091,NA
M02-391112,NA
M02-466298,NA
M02-466342,NA
M03-149100,NA
M03-158071,NA
M03-165068,NA
M03-172059,NA
M03-381022,NA
M03-809245,NA
M03-917303,NA
M0385,NA
M04-217116,NA
M04-219004,NA
M04-267028,NA
M04-419020,NA
M0474C,NA
M05-175-1039,NA
M05-182023,NA
M05-243040,NA
M05-307064,NA
M05-350061,NA
M05-363022,NA
M06-274009,NA
M06-274098,NA
M06-289001,NA
M06-296023,NA
M06-320039,NA
M06-337011,NA
M06-338016,NA
M06-353010,NA
M06-378172,NA
M06-380029,NA
M06-381085,NA
M06R-150044,NA
M06R-152009,NA
M06R-613036,NA
M06R-614008,NA
M06R-614016,NA
M06R-619017,NA
M06R-621-1007,NA
M06R-621-1014,NA
M06R-621-7020,NA
M07-209037,NA
M07-260009,NA
M07-260028,NA
M07-296048,NA
M07-296048HOLL-1,NA
M07-296048HOLL-2,NA
M07-296048HOLL-3,NA
M07-297007,NA
M07-297007HOLL-1,NA
M07-297007HOLL-2,NA
M07-297007HOLL-3,NA
M07-297007HOLL-4,NA
M07-396100,NA
M08-359053,NA
M08-362045,NA
M08-362045L,NA
M0835,NA
M09-251081,NA
M09-269045,NA
M09-278026,NA
M09-285032,NA
M09-285149,NA
M09-305144,NA
M09-343025,NA
M09-878011,NA
M09-956047,NA
M1,NA
M10,NA
M10-171020,NA
M10-186021,NA
M10-207102,NA
M10-214107,NA
M10-236-2007,NA
M10-237102,NA
M10-238-2025,NA
M10-238-2036,NA
M10-238-2077,NA
M10-238-2098,NA
M10-238-2100,NA
M10-254090,NA
M11-120121,NA
M11-131015,NA
M11-131022,NA
M11-131044,NA
M11-132044,NA
M11-238102,NA
M11-241015,NA
M11-244115,NA
M11-244139,NA
M11-245026,NA
M11-253-4066,NA
M11-271059,NA
M11-271062,NA
M11-271064,NA
M11-276036,NA
M11-278003,NA
M11-279046,NA
M11-280085,NA
M11-291113,NA
M11-291118,NA
M11-298308,NA
M11-305073,NA
M11-305084,NA
